cntry,country,essround_yr,age_group,wellbeing_m_minus_w,wellbeing_color,wellbeing_men,wellbeing_woman,media_m_minus_w,media_color,media_men,media_woman,internet_m_minus_w,internet_color,internet_men,internet_woman,relig_m_minus_w,relig_color,relig_men,relig_woman,social_m_minus_w,social_color,social_men,social_woman,finstab_m_minus_w,finstab_color,finstab_men,finstab_woman,conservatism_m_minus_w,conservatism_color,conservatism_men,conservatism_woman,trust_m_minus_w,trust_color,trust_men,trust_woman
IS,Iceland,2018,40-59,0.07,7,5.13,5.06,,,,,-0.07,8.0,5.86,5.92,-0.68,11,2.2,2.87,-0.27,9,3.71,3.97,0.25,6.0,5.02,4.77,0.19,7,2.45,2.25,0.19,7,4.16,3.97
IS,Iceland,2018,60+,0.2,6,5.03,4.82,,,,,-0.17,8.0,4.73,4.9,-0.74,11,2.74,3.48,-0.24,9,3.74,3.98,0.2,7.0,4.52,4.32,0.12,7,2.63,2.51,-0.0,8,4.03,4.03
IS,Iceland,2018,<25,0.18,7,4.97,4.78,,,,,-0.03,8.0,5.95,5.98,-0.42,10,1.99,2.41,-0.26,9,4.16,4.42,0.43,5.0,4.75,4.32,0.23,6,2.47,2.24,0.06,7,4.06,4.0
IS,Iceland,2018,AGGREGATE,0.13,7,5.08,4.96,,,,,-0.1,8.0,5.48,5.58,-0.63,11,2.31,2.94,-0.26,9,3.81,4.07,0.27,6.0,4.78,4.51,0.19,7,2.51,2.32,0.07,7,4.07,4.0
IT,Italy,2018,25-39,0.05,7,4.56,4.52,,,,,0.03,7.0,5.53,5.51,-0.43,10,2.79,3.22,0.17,7,3.77,3.59,0.1,7.0,3.64,3.54,0.05,7,3.23,3.18,0.09,7,3.54,3.45
IT,Italy,2018,40-59,0.13,7,4.42,4.29,,,,,0.16,7.0,5.01,4.86,-0.42,10,3.03,3.45,0.05,7,3.39,3.34,0.09,7.0,3.72,3.63,0.18,7,3.41,3.23,-0.05,8,3.5,3.55
IT,Italy,2018,60+,0.14,7,4.04,3.9,,,,,0.62,4.0,3.04,2.41,-0.56,10,3.46,4.02,0.03,7,3.16,3.14,0.2,6.0,3.67,3.47,-0.04,8,3.53,3.57,0.06,7,3.52,3.46
IT,Italy,2018,<25,0.22,6,4.83,4.6,,,,,-0.03,8.0,5.76,5.79,-0.55,10,2.4,2.95,0.2,6,4.1,3.9,-0.22,9.0,3.79,4.01,0.18,7,3.24,3.06,-0.07,8,3.53,3.6
IT,Italy,2018,AGGREGATE,0.16,7,4.36,4.2,,,,,0.42,5.0,4.51,4.09,-0.52,10,3.06,3.59,0.1,7,3.46,3.36,0.11,7.0,3.69,3.58,0.06,7,3.4,3.34,0.01,7,3.52,3.51
LT,Lithuania,2018,25-39,-0.17,8,4.45,4.61,,,,,-0.1,8.0,5.6,5.69,-0.51,10,2.32,2.83,-0.01,8,3.45,3.47,-0.13,8.0,4.11,4.24,0.14,7,3.5,3.36,-0.39,9,3.2,3.59
LT,Lithuania,2018,40-59,-0.05,8,4.1,4.15,,,,,-0.64,11.0,4.41,5.05,-0.44,10,2.68,3.12,-0.1,8,3.03,3.13,-0.1,8.0,3.54,3.65,0.2,7,3.71,3.51,-0.12,8,3.17,3.29
LT,Lithuania,2018,60+,-0.12,8,3.67,3.79,,,,,-0.18,8.0,2.42,2.61,-0.97,12,3.02,3.99,-0.19,8,2.75,2.94,0.24,6.0,2.87,2.63,0.09,7,3.85,3.76,-0.3,9,3.14,3.44
LT,Lithuania,2018,<25,-0.03,8,4.55,4.58,,,,,0.05,7.0,5.91,5.86,-0.57,10,1.97,2.54,0.17,7,3.75,3.59,0.08,7.0,3.7,3.62,0.11,7,3.4,3.29,-0.33,9,3.29,3.62
LT,Lithuania,2018,AGGREGATE,-0.06,8,3.99,4.04,,,,,-0.08,8.0,3.78,3.87,-0.78,11,2.74,3.52,-0.09,8,3.01,3.1,0.14,7.0,3.31,3.17,0.11,7,3.72,3.61,-0.26,9,3.17,3.43
LV,Latvia,2018,25-39,0.04,7,4.42,4.38,,,,,-0.25,9.0,5.55,5.8,-0.27,9,2.15,2.42,-0.01,8,3.31,3.33,-0.07,8.0,3.79,3.86,0.21,6,3.31,3.1,0.03,7,3.21,3.18
LV,Latvia,2018,40-59,0.03,7,4.23,4.19,,,,,-0.37,9.0,4.94,5.31,-0.55,10,2.37,2.93,-0.06,8,3.15,3.21,0.09,7.0,3.36,3.27,0.13,7,3.49,3.36,-0.14,8,2.95,3.09
LV,Latvia,2018,60+,0.08,7,4.02,3.94,,,,,0.27,6.0,3.23,2.96,-0.82,12,2.29,3.11,-0.23,9,2.9,3.13,0.28,6.0,3.01,2.73,-0.01,8,3.49,3.5,-0.1,8,2.98,3.08
LV,Latvia,2018,<25,0.47,5,4.86,4.4,,,,,-0.05,8.0,5.95,6.0,-0.22,9,2.31,2.53,0.2,6,3.83,3.62,-0.35,9.0,3.51,3.86,0.26,6,3.4,3.14,0.34,6,3.63,3.29
LV,Latvia,2018,AGGREGATE,0.14,7,4.23,4.09,,,,,0.31,6.0,4.49,4.18,-0.64,11,2.3,2.94,-0.06,8,3.14,3.2,0.23,6.0,3.32,3.08,0.06,7,3.45,3.39,-0.04,8,3.07,3.11
ME,Montenegro,2018,25-39,0.24,6,5.02,4.77,,,,,0.06,7.0,5.48,5.42,-0.15,8,3.08,3.23,-0.01,8,3.84,3.86,0.15,7.0,4.15,4.0,-0.14,8,3.37,3.51,-0.09,8,3.24,3.33
ME,Montenegro,2018,40-59,0.12,7,4.69,4.57,,,,,-0.07,8.0,4.68,4.76,-0.21,9,3.07,3.29,0.2,7,3.62,3.43,-0.11,8.0,3.76,3.87,0.16,7,3.5,3.35,-0.08,8,3.01,3.08
ME,Montenegro,2018,60+,0.07,7,4.37,4.3,,,,,0.08,7.0,2.83,2.75,-0.21,9,2.86,3.07,0.11,7,3.39,3.27,0.21,6.0,3.48,3.27,0.05,7,3.56,3.51,-0.3,9,2.74,3.04
ME,Montenegro,2018,<25,0.23,6,5.24,5.01,,,,,0.12,7.0,5.77,5.65,-0.34,9,3.17,3.51,0.45,5,4.15,3.69,-0.23,9.0,3.9,4.13,0.34,6,3.59,3.25,-0.26,9,3.03,3.29
ME,Montenegro,2018,AGGREGATE,0.14,7,4.71,4.57,,,,,0.02,7.0,4.37,4.35,-0.21,9,3.02,3.23,0.15,7,3.64,3.5,0.03,7.0,3.75,3.73,0.07,7,3.5,3.43,-0.17,8,2.97,3.15
NL,Netherlands,2018,25-39,0.14,7,4.87,4.72,,,,,0.02,7.0,5.91,5.89,-0.31,9,2.0,2.31,-0.11,8,4.05,4.16,0.13,7.0,4.81,4.69,0.22,6,2.91,2.69,-0.04,8,4.26,4.3
NL,Netherlands,2018,40-59,0.13,7,4.79,4.66,,,,,-0.05,8.0,5.74,5.79,-0.23,9,2.17,2.4,-0.13,8,3.85,3.98,0.34,6.0,4.98,4.64,0.17,7,2.82,2.65,0.2,7,4.25,4.05
NL,Netherlands,2018,60+,0.19,7,4.7,4.51,,,,,0.03,7.0,4.73,4.71,-0.44,10,2.39,2.82,-0.18,8,3.77,3.95,0.4,5.0,4.61,4.21,-0.06,8,2.78,2.84,0.11,7,4.12,4.01
NL,Netherlands,2018,<25,0.33,6,4.9,4.58,,,,,-0.02,8.0,5.89,5.91,-0.19,8,2.13,2.32,0.06,7,4.23,4.17,0.41,5.0,4.52,4.11,0.31,6,2.86,2.55,-0.01,8,4.35,4.35
NL,Netherlands,2018,AGGREGATE,0.17,7,4.79,4.61,,,,,-0.06,8.0,5.42,5.49,-0.29,9,2.21,2.5,-0.12,8,3.91,4.03,0.31,6.0,4.77,4.46,0.12,7,2.83,2.71,0.09,7,4.22,4.13
NO,Norway,2018,25-39,0.17,7,5.06,4.89,,,,,-0.0,8.0,5.91,5.91,-0.32,9,1.74,2.06,-0.19,8,4.0,4.19,-0.07,8.0,4.21,4.28,0.3,6,2.68,2.38,-0.08,8,4.33,4.41
NO,Norway,2018,40-59,0.18,7,5.04,4.87,,,,,-0.03,8.0,5.84,5.88,-0.45,10,2.0,2.44,-0.15,8,3.89,4.04,0.24,6.0,4.67,4.44,0.21,6,2.83,2.61,-0.11,8,4.36,4.47
NO,Norway,2018,60+,0.24,6,5.02,4.78,,,,,0.21,6.0,5.38,5.18,-0.46,10,2.25,2.71,-0.3,9,3.71,4.01,0.15,7.0,4.33,4.17,0.32,6,2.96,2.64,-0.1,8,4.36,4.45
NO,Norway,2018,<25,0.35,6,5.09,4.74,,,,,0.0,7.0,5.92,5.92,-0.25,9,1.85,2.11,0.16,7,4.44,4.28,0.16,7.0,4.25,4.09,0.22,6,2.65,2.43,0.09,7,4.49,4.4
NO,Norway,2018,AGGREGATE,0.22,6,5.04,4.83,,,,,0.04,7.0,5.73,5.69,-0.38,9,2.0,2.39,-0.17,8,3.93,4.1,0.14,7.0,4.42,4.29,0.27,6,2.81,2.54,-0.07,8,4.37,4.44
PL,Poland,2018,25-39,0.19,7,4.88,4.69,,,,,-0.06,8.0,5.42,5.49,-0.48,10,3.37,3.84,0.13,7,3.45,3.32,0.2,7.0,4.31,4.12,0.12,7,3.4,3.28,-0.16,8,3.13,3.29
PL,Poland,2018,40-59,0.02,7,4.51,4.5,,,,,-0.02,8.0,4.52,4.54,-0.7,11,3.46,4.16,0.01,7,3.16,3.14,0.18,7.0,4.01,3.83,0.03,7,3.34,3.31,-0.11,8,3.1,3.21
PL,Poland,2018,60+,0.15,7,4.28,4.13,,,,,0.24,6.0,2.56,2.32,-0.6,10,3.93,4.53,0.08,7,3.08,3.0,0.27,6.0,3.55,3.28,-0.12,8,3.45,3.57,-0.13,8,3.12,3.24
PL,Poland,2018,<25,0.13,7,4.89,4.76,,,,,0.07,7.0,5.87,5.8,-0.34,9,3.32,3.67,0.1,7,3.85,3.75,0.0,7.0,3.98,3.98,0.33,6,3.43,3.1,-0.16,8,3.22,3.38
PL,Poland,2018,AGGREGATE,0.14,7,4.58,4.44,,,,,0.22,6.0,4.32,4.1,-0.6,11,3.57,4.17,0.1,7,3.31,3.2,0.23,6.0,3.92,3.7,0.03,7,3.4,3.37,-0.13,8,3.13,3.26
PT,Portugal,2018,25-39,0.19,7,4.88,4.7,,,,,-0.02,8.0,5.76,5.78,-0.87,12,2.37,3.24,0.22,6,3.92,3.71,0.09,7.0,4.1,4.01,0.02,7,2.71,2.69,-0.07,8,3.24,3.31
PT,Portugal,2018,40-59,0.19,7,4.54,4.35,,,,,0.28,6.0,5.18,4.9,-0.85,12,2.67,3.51,0.15,7,3.77,3.62,0.21,6.0,3.97,3.76,-0.08,8,2.76,2.84,0.16,7,3.29,3.13
PT,Portugal,2018,60+,0.28,6,4.12,3.84,,,,,0.58,5.0,3.18,2.6,-0.92,12,3.26,4.17,0.22,6,3.65,3.43,0.47,5.0,3.59,3.12,-0.02,8,3.09,3.1,-0.11,8,3.0,3.11
PT,Portugal,2018,<25,0.64,4,5.11,4.48,,,,,-0.09,8.0,5.82,5.91,0.29,6,2.83,2.54,0.5,5,4.52,4.03,0.43,5.0,4.16,3.73,0.1,7,2.74,2.64,0.31,6,3.67,3.36
PT,Portugal,2018,AGGREGATE,0.25,6,4.48,4.23,,,,,0.27,6.0,4.52,4.24,-0.78,11,2.87,3.65,0.23,6,3.82,3.59,0.3,6.0,3.86,3.56,-0.01,8,2.88,2.89,0.03,7,3.2,3.17
RS,Serbia,2018,25-39,0.18,7,4.59,4.41,,,,,-0.01,8.0,5.43,5.45,-0.34,9,3.04,3.38,0.15,7,3.89,3.74,0.18,7.0,3.94,3.77,0.25,6,3.63,3.38,0.07,7,2.72,2.65
RS,Serbia,2018,40-59,0.15,7,4.18,4.04,,,,,-0.04,8.0,4.14,4.18,-0.34,9,3.1,3.44,0.05,7,3.55,3.5,0.15,7.0,3.63,3.49,0.16,7,3.64,3.48,-0.1,8,2.78,2.87
RS,Serbia,2018,60+,0.28,6,3.98,3.69,,,,,0.13,7.0,2.21,2.08,-0.39,9,3.16,3.55,0.25,6,3.32,3.07,0.36,6.0,3.36,3.0,0.11,7,3.74,3.64,-0.07,8,3.1,3.17
RS,Serbia,2018,<25,0.09,7,4.89,4.81,,,,,-0.11,8.0,5.79,5.91,-0.65,11,2.82,3.47,-0.03,8,4.16,4.18,0.28,6.0,4.21,3.94,0.62,4,3.6,2.98,0.14,7,3.04,2.9
RS,Serbia,2018,AGGREGATE,0.22,6,4.22,3.99,,,,,0.1,7.0,3.65,3.55,-0.39,9,3.09,3.48,0.16,7,3.56,3.39,0.27,6.0,3.6,3.34,0.18,7,3.68,3.5,-0.05,8,2.92,2.97
SE,Sweden,2018,25-39,0.33,6,5.01,4.68,,,,,-0.04,8.0,5.91,5.95,-0.24,9,1.7,1.94,-0.12,8,4.11,4.24,0.02,7.0,4.61,4.59,0.16,7,2.5,2.34,0.06,7,4.1,4.05
SE,Sweden,2018,40-59,0.11,7,4.95,4.85,,,,,-0.04,8.0,5.86,5.89,-0.24,9,1.86,2.1,-0.13,8,3.96,4.09,0.16,7.0,5.06,4.91,0.13,7,2.7,2.56,0.02,7,4.19,4.17
SE,Sweden,2018,60+,0.18,7,4.89,4.71,,,,,0.15,7.0,4.89,4.74,-0.35,9,2.18,2.53,-0.15,8,3.88,4.03,0.26,6.0,4.42,4.16,0.19,7,2.91,2.73,0.09,7,4.03,3.95
SE,Sweden,2018,<25,0.36,6,4.92,4.56,,,,,-0.07,8.0,5.82,5.9,0.05,7,2.26,2.21,0.23,6,4.4,4.17,-0.08,8.0,4.25,4.32,0.39,6,2.72,2.33,0.15,7,4.11,3.96
SE,Sweden,2018,AGGREGATE,0.2,7,4.93,4.73,,,,,0.03,7.0,5.45,5.42,-0.25,9,2.01,2.26,-0.11,8,3.99,4.1,0.14,7.0,4.64,4.5,0.19,7,2.76,2.57,0.07,7,4.1,4.04
SI,Slovenia,2018,25-39,0.12,7,5.01,4.89,,,,,0.17,7.0,5.84,5.67,-0.35,9,2.44,2.79,-0.14,8,3.59,3.73,0.08,7.0,4.59,4.51,0.27,6,3.36,3.1,-0.08,8,3.18,3.25
SI,Slovenia,2018,40-59,0.12,7,4.76,4.64,,,,,-0.26,9.0,5.02,5.28,-0.66,11,2.26,2.92,0.08,7,3.44,3.36,0.11,7.0,4.45,4.34,0.1,7,3.31,3.21,-0.11,8,2.97,3.08
SI,Slovenia,2018,60+,0.14,7,4.36,4.22,,,,,0.26,6.0,2.72,2.46,-0.71,11,2.56,3.27,0.19,7,3.33,3.14,0.43,5.0,3.74,3.3,0.05,7,3.43,3.38,0.03,7,3.03,3.01
SI,Slovenia,2018,<25,0.27,6,5.13,4.86,,,,,-0.0,8.0,5.82,5.82,-0.04,8,2.51,2.55,0.17,7,4.04,3.86,0.14,7.0,4.79,4.66,0.29,6,3.35,3.07,-0.0,8,3.55,3.55
SI,Slovenia,2018,AGGREGATE,0.17,7,4.73,4.56,,,,,0.17,7.0,4.55,4.38,-0.56,10,2.43,2.99,0.12,7,3.52,3.4,0.28,6.0,4.29,4.01,0.13,7,3.36,3.23,-0.02,8,3.11,3.13
SK,Slovakia,2018,25-39,-0.21,9,4.52,4.72,,,,,-0.26,9.0,5.13,5.38,-0.05,8,2.93,2.99,0.08,7,3.53,3.46,0.2,7.0,4.42,4.23,-0.07,8,3.6,3.67,0.02,7,3.3,3.28
SK,Slovakia,2018,40-59,-0.02,8,4.21,4.23,,,,,-0.22,9.0,4.14,4.36,-0.22,9,3.23,3.45,0.08,7,3.24,3.16,0.07,7.0,4.22,4.15,-0.04,8,3.59,3.64,0.12,7,3.1,2.98
SK,Slovakia,2018,60+,0.22,6,3.94,3.72,,,,,0.27,6.0,2.28,2.01,-0.87,12,3.53,4.4,0.02,7,2.84,2.81,0.22,6.0,3.2,2.98,0.15,7,3.82,3.66,-0.16,8,2.98,3.14
SK,Slovakia,2018,<25,-0.24,9,4.42,4.67,,,,,0.31,6.0,5.73,5.41,-0.23,9,2.86,3.09,0.02,7,3.86,3.83,-0.32,9.0,4.44,4.76,0.33,6,3.86,3.53,-0.17,8,3.54,3.71
SK,Slovakia,2018,AGGREGATE,0.05,7,4.13,4.07,,,,,0.02,7.0,3.42,3.4,-0.52,10,3.32,3.84,0.04,7,3.11,3.07,0.14,7.0,3.72,3.58,0.08,7,3.72,3.64,-0.06,8,3.09,3.15
AT,Austria,2020,25-39,0.31,6,4.93,4.62,,,,,-0.15,8.0,5.75,5.91,-0.23,9,2.0,2.23,-0.0,8,3.68,3.68,-0.09,8.0,4.45,4.55,0.23,6,2.76,2.52,0.08,7,3.6,3.52
AT,Austria,2020,40-59,0.17,7,4.76,4.59,,,,,0.12,7.0,5.66,5.54,-0.45,10,2.29,2.74,-0.02,8,3.44,3.46,0.28,6.0,4.68,4.4,0.09,7,2.87,2.77,0.2,6,3.8,3.6
AT,Austria,2020,60+,0.16,7,4.61,4.44,,,,,0.56,5.0,4.72,4.16,-0.54,10,2.57,3.12,-0.21,9,3.32,3.53,0.38,6.0,4.45,4.07,0.15,7,3.13,2.98,0.02,7,3.75,3.72
AT,Austria,2020,<25,0.54,5,4.69,4.15,,,,,-0.04,8.0,5.81,5.85,-0.3,9,2.26,2.56,-0.02,8,3.7,3.72,0.52,5.0,4.74,4.22,0.04,7,2.71,2.66,0.28,6,3.86,3.58
AT,Austria,2020,AGGREGATE,0.22,6,4.73,4.5,,,,,0.11,7.0,5.33,5.22,-0.38,9,2.35,2.73,-0.1,8,3.46,3.56,0.24,6.0,4.55,4.31,0.17,7,2.94,2.77,0.13,7,3.75,3.62
BE,Belgium,2020,25-39,0.2,7,4.94,4.74,,,,,0.03,7.0,5.9,5.87,-0.35,9,2.04,2.4,0.07,7,3.92,3.85,0.15,7.0,4.54,4.39,0.01,7,2.68,2.67,0.03,7,3.77,3.74
BE,Belgium,2020,40-59,0.21,6,4.76,4.55,,,,,-0.11,8.0,5.63,5.74,-0.29,9,2.12,2.42,-0.01,8,3.78,3.79,0.14,7.0,4.52,4.38,0.07,7,2.78,2.71,-0.11,8,3.6,3.71
BE,Belgium,2020,60+,0.16,7,4.61,4.46,,,,,0.71,4.0,4.8,4.1,-0.56,10,2.21,2.77,-0.14,8,3.49,3.63,0.45,5.0,4.18,3.74,0.01,7,2.93,2.92,-0.02,8,3.52,3.55
BE,Belgium,2020,<25,0.39,6,4.93,4.54,,,,,0.08,7.0,5.9,5.82,-0.21,9,2.26,2.46,0.04,7,4.03,4.0,0.01,7.0,4.53,4.53,0.11,7,2.72,2.62,0.34,6,4.04,3.7
BE,Belgium,2020,AGGREGATE,0.22,6,4.77,4.55,,,,,0.24,6.0,5.43,5.19,-0.39,9,2.16,2.55,-0.03,8,3.74,3.77,0.24,6.0,4.41,4.17,0.04,7,2.81,2.76,0.01,7,3.67,3.65
BG,Bulgaria,2020,25-39,0.26,6,4.51,4.25,,,,,-0.04,8.0,5.71,5.75,-0.7,11,2.36,3.06,-0.07,8,3.69,3.76,0.3,6.0,3.98,3.68,0.23,6,3.53,3.3,-0.16,8,2.37,2.53
BG,Bulgaria,2020,40-59,0.2,6,4.31,4.11,,,,,-0.34,9.0,5.16,5.5,-0.68,11,2.44,3.12,0.06,7,3.54,3.48,0.14,7.0,3.85,3.71,0.14,7,3.46,3.32,-0.04,8,2.56,2.59
BG,Bulgaria,2020,60+,0.18,7,3.73,3.55,,,,,-0.53,10.0,2.65,3.17,-0.79,11,2.52,3.31,0.05,7,3.28,3.23,0.2,6.0,2.76,2.56,0.15,7,3.49,3.34,-0.08,8,2.55,2.64
BG,Bulgaria,2020,<25,0.25,6,4.78,4.53,,,,,0.11,7.0,5.78,5.66,-0.52,10,2.15,2.67,0.05,7,4.04,3.98,0.41,5.0,3.85,3.44,0.28,6,3.5,3.22,0.07,7,2.76,2.69
BG,Bulgaria,2020,AGGREGATE,0.28,6,4.18,3.9,,,,,-0.08,8.0,4.39,4.47,-0.74,11,2.43,3.17,0.08,7,3.52,3.44,0.32,6.0,3.45,3.13,0.17,7,3.49,3.31,-0.08,8,2.54,2.61
CH,Switzerland,2020,25-39,0.18,7,5.14,4.96,,,,,-0.12,8.0,5.79,5.92,-0.3,9,2.2,2.5,-0.03,8,3.91,3.94,0.2,6.0,4.43,4.23,0.2,7,2.79,2.59,0.08,7,4.3,4.22
CH,Switzerland,2020,40-59,0.09,7,5.05,4.96,,,,,0.06,7.0,5.75,5.69,-0.28,9,2.57,2.85,-0.06,8,3.65,3.71,0.01,7.0,4.44,4.44,0.19,7,2.88,2.69,-0.01,8,4.4,4.41
CH,Switzerland,2020,60+,0.16,7,5.04,4.88,,,,,0.32,6.0,4.82,4.5,-0.51,10,2.9,3.41,-0.09,8,3.59,3.68,0.4,5.0,4.34,3.94,0.12,7,3.05,2.93,-0.06,8,4.31,4.37
CH,Switzerland,2020,<25,0.25,6,5.11,4.86,,,,,-0.09,8.0,5.86,5.95,-0.31,9,2.26,2.57,0.26,6,4.17,3.91,0.08,7.0,4.58,4.5,0.33,6,2.78,2.45,0.09,7,4.31,4.22
CH,Switzerland,2020,AGGREGATE,0.15,7,5.07,4.92,,,,,0.09,7.0,5.44,5.35,-0.36,9,2.58,2.94,-0.02,8,3.74,3.77,0.19,7.0,4.41,4.23,0.18,7,2.91,2.73,0.0,7,4.34,4.34
CY,Cyprus,2020,25-39,0.25,6,4.54,4.3,,,,,-0.16,8.0,5.79,5.95,-0.4,10,2.95,3.35,0.02,7,3.26,3.24,-0.04,8.0,3.58,3.62,0.06,7,3.04,2.98,0.25,6,2.88,2.63
CY,Cyprus,2020,40-59,0.13,7,4.47,4.34,,,,,0.18,7.0,5.81,5.63,-0.46,10,3.31,3.77,0.0,7,3.15,3.15,0.37,6.0,4.16,3.8,-0.01,8,3.14,3.15,-0.13,8,2.7,2.83
CY,Cyprus,2020,60+,0.26,6,4.21,3.95,,,,,0.09,7.0,4.53,4.45,-0.27,9,3.64,3.91,0.06,7,3.21,3.15,0.51,5.0,4.03,3.52,0.29,6,3.33,3.05,0.36,6,3.14,2.78
CY,Cyprus,2020,<25,0.75,4,4.72,3.97,,,,,0.01,7.0,5.89,5.88,-0.39,9,2.94,3.33,-0.04,8,3.34,3.38,0.2,6.0,3.49,3.29,0.22,6,3.01,2.8,0.37,6,2.93,2.56
CY,Cyprus,2020,AGGREGATE,0.2,7,4.41,4.21,,,,,-0.17,8.0,5.35,5.52,-0.3,9,3.33,3.62,0.0,7,3.2,3.2,0.32,6.0,3.96,3.64,0.14,7,3.18,3.04,0.18,7,2.91,2.73
CZ,Czechia,2020,25-39,0.05,7,4.64,4.59,,,,,0.02,7.0,5.59,5.58,-0.18,8,1.5,1.68,0.02,7,3.5,3.48,0.23,6.0,4.1,3.88,0.2,6,3.47,3.27,0.01,7,3.63,3.62
CZ,Czechia,2020,40-59,0.16,7,4.46,4.3,,,,,-0.18,8.0,5.18,5.36,-0.24,9,1.66,1.9,0.08,7,3.35,3.27,0.27,6.0,4.14,3.87,0.09,7,3.5,3.41,0.02,7,3.64,3.63
CZ,Czechia,2020,60+,0.08,7,4.15,4.06,,,,,0.14,7.0,4.14,4.0,-0.49,10,1.7,2.19,-0.16,8,2.97,3.13,0.43,5.0,3.31,2.89,0.16,7,3.61,3.46,0.03,7,3.62,3.59
CZ,Czechia,2020,<25,0.11,7,4.84,4.74,,,,,-0.15,8.0,5.67,5.83,0.1,7,1.47,1.37,-0.0,8,3.71,3.71,0.19,7.0,4.11,3.92,0.26,6,3.45,3.19,-0.07,8,3.67,3.74
CZ,Czechia,2020,AGGREGATE,0.11,7,4.45,4.33,,,,,-0.02,8.0,5.0,5.01,-0.27,9,1.62,1.89,-0.01,8,3.31,3.32,0.34,6.0,3.85,3.51,0.15,7,3.52,3.37,0.01,7,3.64,3.62
DE,Germany,2020,25-39,0.23,6,4.51,4.28,,,,,0.01,7.0,5.86,5.85,-0.24,9,1.95,2.19,0.03,7,3.68,3.66,0.09,7.0,4.48,4.38,0.12,7,2.65,2.52,-0.0,8,3.71,3.71
DE,Germany,2020,40-59,0.08,7,4.34,4.26,,,,,0.0,7.0,5.65,5.65,-0.22,9,2.19,2.41,-0.06,8,3.46,3.52,0.13,7.0,4.67,4.54,0.17,7,2.82,2.65,-0.01,8,3.79,3.8
DE,Germany,2020,60+,0.16,7,4.25,4.1,,,,,0.34,6.0,4.6,4.27,-0.32,9,2.4,2.72,0.0,7,3.45,3.45,0.26,6.0,4.24,3.98,0.11,7,2.94,2.83,0.06,7,3.88,3.82
DE,Germany,2020,<25,0.43,5,4.42,3.99,,,,,-0.05,8.0,5.83,5.88,-0.22,9,2.03,2.25,0.09,7,3.74,3.64,0.21,6.0,4.29,4.07,0.2,7,2.59,2.39,0.03,7,3.68,3.65
DE,Germany,2020,AGGREGATE,0.18,7,4.35,4.17,,,,,0.08,7.0,5.31,5.23,-0.25,9,2.21,2.45,-0.01,8,3.53,3.54,0.17,7.0,4.43,4.26,0.15,7,2.81,2.66,0.03,7,3.8,3.77
EE,Estonia,2020,25-39,-0.0,8,4.78,4.79,,,,,0.0,7.0,5.92,5.92,-0.46,10,1.73,2.19,-0.1,8,3.35,3.45,-0.08,8.0,4.64,4.72,0.21,6,3.13,2.92,0.01,7,4.11,4.09
EE,Estonia,2020,40-59,0.01,7,4.62,4.61,,,,,-0.25,9.0,5.48,5.73,-0.36,9,2.03,2.39,-0.21,9,3.1,3.31,0.01,7.0,4.36,4.35,0.18,7,3.32,3.14,-0.15,8,3.86,4.01
EE,Estonia,2020,60+,0.09,7,4.27,4.18,,,,,-0.02,8.0,3.59,3.61,-0.64,11,2.02,2.66,-0.25,9,2.78,3.03,0.24,6.0,3.69,3.45,0.08,7,3.59,3.51,-0.02,8,3.8,3.82
EE,Estonia,2020,<25,0.33,6,4.89,4.56,,,,,0.02,7.0,5.96,5.94,0.03,7,2.0,1.97,-0.21,9,3.62,3.83,0.18,7.0,4.73,4.55,0.33,6,3.08,2.75,-0.07,8,4.1,4.17
EE,Estonia,2020,AGGREGATE,0.1,7,4.56,4.46,,,,,0.06,7.0,4.95,4.89,-0.48,10,1.96,2.44,-0.17,8,3.09,3.25,0.16,7.0,4.21,4.05,0.13,7,3.35,3.23,-0.04,8,3.92,3.96
ES,Spain,2020,25-39,0.18,7,4.32,4.13,,,,,-0.21,9.0,5.63,5.84,-0.15,8,2.02,2.17,-0.14,8,3.6,3.74,-0.18,8.0,3.65,3.84,0.21,6,2.57,2.36,0.07,7,3.02,2.95
ES,Spain,2020,40-59,0.2,6,4.38,4.17,,,,,-0.02,8.0,5.55,5.57,-0.47,10,2.15,2.62,-0.05,8,3.5,3.55,0.04,7.0,3.93,3.9,0.11,7,2.57,2.45,-0.03,8,3.13,3.16
ES,Spain,2020,60+,0.17,7,4.26,4.09,,,,,0.28,6.0,4.22,3.95,-0.68,11,2.49,3.18,0.07,7,3.52,3.45,0.32,6.0,3.92,3.6,0.07,7,2.61,2.54,-0.05,8,3.14,3.19
ES,Spain,2020,<25,0.55,5,4.49,3.95,,,,,0.03,7.0,5.87,5.83,-0.3,9,1.89,2.19,0.11,7,3.88,3.78,0.48,5.0,4.09,3.61,0.11,7,2.48,2.37,0.05,7,2.96,2.91
ES,Spain,2020,AGGREGATE,0.23,6,4.34,4.11,,,,,0.05,7.0,5.18,5.12,-0.46,10,2.21,2.67,-0.01,8,3.57,3.58,0.14,7.0,3.91,3.76,0.11,7,2.57,2.46,-0.01,8,3.09,3.1
FI,Finland,2020,25-39,0.09,7,4.95,4.86,,,,,-0.01,8.0,5.97,5.98,-0.21,9,1.82,2.02,-0.18,8,3.54,3.73,0.11,7.0,4.45,4.34,0.37,6,2.92,2.54,-0.01,8,4.53,4.54
